subject,skill,diff,text,A,B,C,D,ans,explain,hint1,hint2,hint3
Toán 9,geo_coordinate,1,"Trung điểm M của đoạn thẳng nối A(3,-3) và B(0,3) có tọa độ","(3,0)","(0,-3)","(1.5,0.0)","(3,3)",C,"M((x1+x2)/2,(y1+y2)/2).",Nhớ công thức trung điểm.,Cộng tọa độ rồi chia 2.,"Viết theo dạng (x,y)."
Toán 9,geo_coordinate,1,"Trung điểm M của đoạn thẳng nối A(2,2) và B(-1,-2) có tọa độ","(0.5,0.0)","(2,-2)","(1,0)","(-1,2)",A,"M((x1+x2)/2,(y1+y2)/2).",Nhớ công thức trung điểm.,Cộng tọa độ rồi chia 2.,"Viết theo dạng (x,y)."
Toán 9,geo_coordinate,2,"Trung điểm M của đoạn thẳng nối A(-2,3) và B(4,3) có tọa độ","(1.0,3.0)","(4,3)","(-2,3)","(2,6)",A,"M((x1+x2)/2,(y1+y2)/2).",Nhớ công thức trung điểm.,Cộng tọa độ rồi chia 2.,"Viết theo dạng (x,y)."
Toán 9,geo_coordinate,2,"Trung điểm M của đoạn thẳng nối A(2,4) và B(3,-1) có tọa độ","(2.5,1.5)","(5,3)","(3,4)","(2,-1)",A,"M((x1+x2)/2,(y1+y2)/2).",Nhớ công thức trung điểm.,Cộng tọa độ rồi chia 2.,"Viết theo dạng (x,y)."
Toán 9,geo_coordinate,2,"Trung điểm M của đoạn thẳng nối A(0,3) và B(3,0) có tọa độ","(3,3)","(0,0)","(3,3)","(1.5,1.5)",D,"M((x1+x2)/2,(y1+y2)/2).",Nhớ công thức trung điểm.,Cộng tọa độ rồi chia 2.,"Viết theo dạng (x,y)."
Toán 9,geo_coordinate,2,"Trung điểm M của đoạn thẳng nối A(0,1) và B(2,1) có tọa độ","(2,1)","(2,2)","(0,1)","(1.0,1.0)",D,"M((x1+x2)/2,(y1+y2)/2).",Nhớ công thức trung điểm.,Cộng tọa độ rồi chia 2.,"Viết theo dạng (x,y)."
Toán 9,geo_coordinate,2,"Trung điểm M của đoạn thẳng nối A(-1,1) và B(4,0) có tọa độ","(3,1)","(4,1)","(-1,0)","(1.5,0.5)",D,"M((x1+x2)/2,(y1+y2)/2).",Nhớ công thức trung điểm.,Cộng tọa độ rồi chia 2.,"Viết theo dạng (x,y)."
Toán 9,geo_coordinate,2,"Trung điểm M của đoạn thẳng nối A(0,-3) và B(-2,-3) có tọa độ","(-1.0,-3.0)","(-2,-3)","(0,-3)","(-2,-6)",A,"M((x1+x2)/2,(y1+y2)/2).",Nhớ công thức trung điểm.,Cộng tọa độ rồi chia 2.,"Viết theo dạng (x,y)."
Toán 9,geo_coordinate,2,"Trung điểm M của đoạn thẳng nối A(1,-2) và B(-1,4) có tọa độ","(1,4)","(0.0,1.0)","(-1,-2)","(0,2)",B,"M((x1+x2)/2,(y1+y2)/2).",Nhớ công thức trung điểm.,Cộng tọa độ rồi chia 2.,"Viết theo dạng (x,y)."
Toán 9,geo_coordinate,3,"Trung điểm M của đoạn thẳng nối A(-2,1) và B(3,4) có tọa độ","(-2,4)","(3,1)","(0.5,2.5)","(1,5)",C,"M((x1+x2)/2,(y1+y2)/2).",Nhớ công thức trung điểm.,Cộng tọa độ rồi chia 2.,"Viết theo dạng (x,y)."
Toán 9,geo_coordinate,3,"Trung điểm M của đoạn thẳng nối A(1,-2) và B(2,0) có tọa độ","(1.5,-1.0)","(1,0)","(3,-2)","(2,-2)",A,"M((x1+x2)/2,(y1+y2)/2).",Nhớ công thức trung điểm.,Cộng tọa độ rồi chia 2.,"Viết theo dạng (x,y)."
Toán 9,geo_coordinate,3,"Trung điểm M của đoạn thẳng nối A(0,3) và B(-4,1) có tọa độ","(0,1)","(-2.0,2.0)","(-4,4)","(-4,3)",B,"M((x1+x2)/2,(y1+y2)/2).",Nhớ công thức trung điểm.,Cộng tọa độ rồi chia 2.,"Viết theo dạng (x,y)."
Toán 9,geo_coordinate,3,"Trung điểm M của đoạn thẳng nối A(0,-4) và B(3,0) có tọa độ","(3,-4)","(1.5,-2.0)","(3,-4)","(0,0)",B,"M((x1+x2)/2,(y1+y2)/2).",Nhớ công thức trung điểm.,Cộng tọa độ rồi chia 2.,"Viết theo dạng (x,y)."
Toán 9,geo_coordinate,3,"Trung điểm M của đoạn thẳng nối A(-2,4) và B(2,-2) có tọa độ","(0,2)","(2,4)","(0.0,1.0)","(-2,-2)",C,"M((x1+x2)/2,(y1+y2)/2).",Nhớ công thức trung điểm.,Cộng tọa độ rồi chia 2.,"Viết theo dạng (x,y)."
Toán 9,geo_coordinate,3,"Trung điểm M của đoạn thẳng nối A(3,1) và B(2,-2) có tọa độ","(3,-2)","(2.5,-0.5)","(2,1)","(5,-1)",B,"M((x1+x2)/2,(y1+y2)/2).",Nhớ công thức trung điểm.,Cộng tọa độ rồi chia 2.,"Viết theo dạng (x,y)."
